  # q-path    omega_q   gamma(q)(meV)     g(q)^2 (meV*ryd)          lambda
    0.4742    31.1161      2.1650e-03           3.7921e-01      1.1335e-02
    0.4992    31.0791      1.8670e-03           3.7983e-01      9.7980e-03
    0.5241    31.0403      1.2520e-03           3.8062e-01      6.5869e-03
    0.5491    31.0000      9.3000e-04           3.8122e-01      4.9056e-03
    0.5741    30.9587      1.9680e-03           3.8159e-01      1.0409e-02
    0.5990    30.9167      1.4700e-03           3.8057e-01      7.7958e-03
    0.6240    30.8743      9.9600e-04           3.8068e-01      5.2966e-03
    0.6489    30.8316      9.2200e-04           3.7907e-01      4.9166e-03
    0.6739    30.7889      5.4400e-04           3.7812e-01      2.9090e-03
    0.6989    30.7463      5.5000e-05           3.7610e-01      2.9492e-04
    0.7238    30.7041      2.9310e-03           3.7378e-01      1.5760e-02
    0.7488    30.6625      2.1600e-04           3.7117e-01      1.1646e-03
    0.7737    30.6218      1.3340e-03           3.6773e-01      7.2115e-03
    0.7987    30.5822      2.3670e-03           3.6384e-01      1.2829e-02
    0.8237    30.5440      3.6200e-04           3.5959e-01      1.9669e-03
    0.8486    30.5074      2.3200e-04           3.5461e-01      1.2636e-03
    0.8736    30.4727      4.4300e-04           3.4855e-01      2.4183e-03
    0.8985    30.4401      6.6200e-04           3.4313e-01      3.6216e-03
    0.9235    30.4099      5.0000e-05           3.3648e-01      2.7408e-04
    0.9484    30.3823      4.7300e-04           3.3020e-01      2.5975e-03
    0.9734    30.3576      1.9000e-04           3.2344e-01      1.0451e-03
    0.9984    30.3361      1.5800e-04           3.1714e-01      8.7030e-04
    1.0078    30.3344      1.3540e-03           3.1642e-01      7.4590e-03
    1.0172    30.3328      2.2110e-03           3.1549e-01      1.2181e-02
    1.0266    30.3314      8.0900e-04           3.1463e-01      4.4575e-03
    1.0360    30.3302      1.5160e-03           3.1364e-01      8.3537e-03
    1.0454    30.3291      3.2000e-04           3.1264e-01      1.7634e-03
    1.0548    30.3281      4.3800e-04           3.1139e-01      2.4139e-03
    1.0643    30.3272      2.0400e-04           3.1051e-01      1.1243e-03
    1.0737    30.3264      7.5100e-04           3.0933e-01      4.1393e-03
    1.0831    30.3258      4.7500e-04           3.0824e-01      2.6182e-03
    1.0925    30.3252      7.6100e-04           3.0700e-01      4.1948e-03
    1.1019    30.3247      1.1500e-03           3.0594e-01      6.3392e-03
    1.1113    30.3243      5.9100e-04           3.0464e-01      3.2579e-03
    1.1207    30.3239      1.3110e-03           3.0381e-01      7.2271e-03
    1.1302    30.3236      8.2000e-05           3.0276e-01      4.5205e-04
    1.1396    30.3233      1.6900e-04           3.0150e-01      9.3167e-04
    1.1490    30.3231      1.5810e-03           3.0053e-01      8.7160e-03
    1.1584    30.3229      1.0980e-03           2.9973e-01      6.0533e-03
    1.1678    30.3227      5.5000e-05           2.9893e-01      3.0322e-04
    1.1772    30.3226      1.0400e-04           2.9803e-01      5.7336e-04
    1.1866    30.3224      2.3360e-03           2.9727e-01      1.2879e-02
    1.1960    30.3223      2.1300e-04           2.9664e-01      1.1743e-03
    1.2055    30.3222      8.4300e-04           2.9590e-01      4.6477e-03
    1.2149    30.3221      4.3800e-04           2.9529e-01      2.4148e-03
    1.2243    30.3221      2.3000e-05           2.9478e-01      1.2681e-04
    1.2337    30.3220      3.8300e-04           2.9419e-01      2.1116e-03
    1.2431    30.3220      3.6000e-05           2.9381e-01      1.9848e-04
    1.2525    30.3219      9.1000e-05           2.9342e-01      5.0172e-04
    1.2619    30.3219      1.7300e-04           2.9319e-01      9.5381e-04
    1.2714    30.3219      1.7900e-04           2.9322e-01      9.8689e-04
    1.2808    30.3219      5.1000e-05           2.9332e-01      2.8118e-04
    1.2878    30.3219      1.1000e-04           2.9332e-01      6.0647e-04
    1.2949    30.3219      3.8000e-05           2.9309e-01      2.0951e-04
    1.3020    30.3219      2.2000e-04           2.9324e-01      1.2129e-03
    1.3090    30.3219      9.1000e-05           2.9342e-01      5.0172e-04
    1.3161    30.3219      4.0000e-05           2.9368e-01      2.2053e-04
    1.3231    30.3220      5.0000e-05           2.9397e-01      2.7567e-04
    1.3302    30.3220      6.4000e-05           2.9429e-01      3.5285e-04
    1.3373    30.3221      2.3000e-05           2.9478e-01      1.2681e-04
    1.3443    30.3221      9.1000e-05           2.9513e-01      5.0171e-04
    1.3514    30.3222      1.7340e-03           2.9546e-01      9.5600e-03
    1.3584    30.3222      3.1200e-04           2.9599e-01      1.7201e-03
    1.3655    30.3223      2.1300e-04           2.9664e-01      1.1743e-03
    1.3726    30.3224      1.4050e-03           2.9710e-01      7.7460e-03
    1.3796    30.3225      1.0600e-04           2.9765e-01      5.8439e-04
    1.3867    30.3226      8.9600e-04           2.9817e-01      4.9398e-03
    1.3937    30.3227      5.5000e-05           2.9893e-01      3.0322e-04
    1.4008    30.3228      1.2070e-03           2.9945e-01      6.6542e-03
    1.4079    30.3230      1.1970e-03           3.0015e-01      6.5990e-03
    1.4149    30.3231      3.7900e-04           3.0072e-01      2.0894e-03
    1.4220    30.3233      1.6900e-04           3.0150e-01      9.3167e-04
    1.4290    30.3235      9.4000e-05           3.0242e-01      5.1820e-04
    1.4361    30.3237      1.3110e-03           3.0334e-01      7.2272e-03
    1.4432    30.3240      2.9760e-03           3.0410e-01      1.6406e-02
    1.4502    30.3243      5.9100e-04           3.0464e-01      3.2579e-03
    1.4573    30.3246      9.7900e-04           3.0565e-01      5.3966e-03
    1.4643    30.3249      1.8200e-03           3.0633e-01      1.0032e-02
    1.4714    30.3253      3.2800e-04           3.0716e-01      1.8080e-03
    1.4785    30.3258      4.7500e-04           3.0824e-01      2.6182e-03
    1.4855    30.3263      1.3160e-03           3.0901e-01      7.2535e-03
    1.4926    30.3268      1.4800e-04           3.0999e-01      8.1572e-04
    1.4996    30.3274      3.8600e-04           3.1065e-01      2.1274e-03
    1.5067    30.3281      4.3800e-04           3.1139e-01      2.4139e-03
    1.5138    30.3288      2.2400e-04           3.1236e-01      1.2344e-03
    1.5208    30.3296      1.9300e-04           3.1309e-01      1.0635e-03
    1.5279    30.3305      8.5500e-04           3.1383e-01      4.7113e-03
    1.5349    30.3314      8.0900e-04           3.1463e-01      4.4575e-03
    1.5420    30.3325      1.2800e-03           3.1527e-01      7.0522e-03
    1.5491    30.3336      4.9500e-04           3.1600e-01      2.7270e-03
    1.5561    30.3348      3.4000e-04           3.1655e-01      1.8730e-03
    1.5632    30.3361      1.5800e-04           3.1714e-01      8.7030e-04
    1.5841    30.3564      4.3260e-03           3.2358e-01      2.3797e-02
    1.6051    30.3794      3.1200e-04           3.3056e-01      1.7137e-03
    1.6261    30.4049      2.4420e-03           3.3723e-01      1.3390e-02
    1.6470    30.4328      5.6300e-04           3.4485e-01      3.0814e-03
    1.6680    30.4630      8.0000e-05           3.5174e-01      4.3699e-04
    1.6890    30.4952      1.9300e-04           3.5878e-01      1.0520e-03
    1.7099    30.5295      6.0800e-04           3.6523e-01      3.3067e-03
    1.7309    30.5657      1.2000e-04           3.7172e-01      6.5109e-04
    1.7519    30.6037      7.0800e-04           3.7766e-01      3.8319e-03
    1.7728    30.6433      1.2370e-03           3.8357e-01      6.6777e-03
    1.7938    30.6844      1.4990e-03           3.8884e-01      8.0704e-03
    1.8148    30.7270      2.0680e-03           3.9345e-01      1.1103e-02
    1.8357    30.7709      2.7080e-03           3.9774e-01      1.4498e-02
    1.8567    30.8160      1.0760e-03           4.0097e-01      5.7437e-03
    1.8777    30.8621      2.2100e-04           4.0430e-01      1.1762e-03
    1.8986    30.9092      2.8840e-03           4.0661e-01      1.5302e-02
    1.9196    30.9571      1.8420e-03           4.0952e-01      9.7431e-03
    1.9405    31.0056      9.6700e-04           4.1120e-01      5.0989e-03
    1.9615    31.0312      5.7900e-04           2.9587e-01      3.0480e-03
    1.9825    31.0112      3.1200e-04           2.9495e-01      1.6446e-03
    2.0034    30.9926      3.1800e-04           2.9483e-01      1.6782e-03
    2.0244    30.9756      6.6400e-04           2.9505e-01      3.5080e-03
    2.0454    30.9600      6.2000e-05           2.9578e-01      3.2788e-04
    2.0663    30.9461      5.6300e-04           2.9694e-01      2.9801e-03
    2.0873    30.9336      2.4770e-03           2.9845e-01      1.3122e-02
    2.1083    30.9227      1.3040e-03           3.0055e-01      6.9128e-03
    2.1292    30.9132      4.8000e-05           3.0291e-01      2.5461e-04
    2.1502    30.9049      9.7000e-05           3.0545e-01      5.1481e-04
    2.1712    30.8979      7.9400e-04           3.0802e-01      4.2159e-03
    2.1921    30.8920      1.8400e-03           3.1101e-01      9.7736e-03
    2.2131    30.8870      2.7520e-03           3.1402e-01      1.4623e-02
    2.2341    30.8829      7.5700e-04           3.1710e-01      4.0234e-03
    2.2550    30.8795      1.3830e-03           3.1952e-01      7.3521e-03
    2.2760    30.8767      1.7990e-03           3.2217e-01      9.5653e-03
    2.2970    30.8745      7.6000e-04           3.2478e-01      4.0415e-03
    2.3179    30.8728      7.4300e-04           3.2655e-01      3.9515e-03
    2.3389    30.8715      1.1670e-03           3.2828e-01      6.2071e-03
    2.3598    30.8706      2.8170e-03           3.2930e-01      1.4984e-02
    2.3808    30.8700      2.4420e-03           3.3071e-01      1.2990e-02
    2.4018    30.8693      9.7900e-04           3.3120e-01      5.2079e-03
    2.4153    30.8853      1.7180e-03           3.2371e-01      9.1296e-03
    2.4289    30.9017      3.0370e-03           3.1712e-01      1.6122e-02
    2.4424    30.9184      1.8220e-03           3.0978e-01      9.6615e-03
    2.4560    30.9353      3.9250e-03           3.0341e-01      2.0790e-02
    2.4695    30.9527      2.0480e-03           2.9631e-01      1.0836e-02
    2.4830    30.9704      9.0100e-04           2.9022e-01      4.7617e-03
    2.4966    30.9885      6.4500e-03           2.8337e-01      3.4048e-02
    2.5101    31.0070      2.1000e-03           2.7765e-01      1.1072e-02
    2.5237    31.0260      4.2980e-03           2.7115e-01      2.2633e-02
    2.5372    31.0456      3.7930e-03           2.6585e-01      1.9949e-02
    2.5508    31.0658      2.0910e-03           2.5980e-01      1.0983e-02
    2.5643    31.0865      8.0410e-03           2.5502e-01      4.2179e-02
    2.5778    31.1080      6.4300e-04           2.4946e-01      3.3682e-03
    2.5914    31.1301      3.6060e-03           2.4499e-01      1.8862e-02
    2.6049    31.1529      1.0850e-03           2.3991e-01      5.6671e-03
    2.6185    31.1764      2.9400e-03           2.3568e-01      1.5333e-02
    2.6320    31.2006      1.1070e-03           2.3100e-01      5.7644e-03
    2.6456    31.2253      4.5550e-03           2.2718e-01      2.3681e-02
    2.6591    31.2506      1.3030e-03           2.2283e-01      6.7633e-03
    2.6726    31.2764      3.5350e-03           2.1930e-01      1.8318e-02
    2.6862    31.3025      3.1430e-03           2.1528e-01      1.6260e-02
    2.6997    31.3289      1.2540e-03           2.1199e-01      6.4765e-03
    2.7133    31.3553      1.9520e-03           2.0823e-01      1.0064e-02
    2.7268    31.3816      3.3720e-03           2.0536e-01      1.7357e-02
    2.7404    31.4077      2.4960e-03           2.0207e-01      1.2826e-02
    2.7539    31.4333      3.9380e-03           1.9968e-01      2.0203e-02
    2.7675    31.4582      2.6860e-03           1.9706e-01      1.3758e-02
    2.7810    31.4817      2.8320e-03           2.0010e-01      1.4485e-02
    2.7945    31.4555      2.1490e-03           3.6319e-01      1.1010e-02
    2.8081    31.4066      5.4720e-03           3.6350e-01      2.8121e-02
    2.8216    31.3584      6.0310e-03           3.6231e-01      3.1089e-02
    2.8352    31.3120      5.7920e-03           3.6176e-01      2.9946e-02
    2.8487    31.2682      4.6170e-03           3.6083e-01      2.3938e-02
    2.8623    31.2281      1.3103e-02           3.6057e-01      6.8110e-02
    2.8758    31.1925      7.2240e-03           3.6010e-01      3.7636e-02
    2.8893    31.1622      1.5954e-02           3.6061e-01      8.3281e-02
    2.9029    31.1378      2.2043e-02           3.6072e-01      1.1525e-01
    2.9164    31.1199      3.6356e-02           3.6169e-01      1.9030e-01
    2.9300    31.1091      4.2438e-02           3.6235e-01      2.2228e-01
    2.9435    31.1055      3.2092e-02           3.6391e-01      1.6813e-01
    2.9760    31.1076      4.3018e-02           3.5898e-01      2.2534e-01
    3.0085    31.1140      9.9670e-03           3.5505e-01      5.2189e-02
    3.0409    31.1244      5.1650e-03           3.6023e-01      2.7027e-02
    3.0734    31.1381      2.7970e-03           3.6206e-01      1.4623e-02
    3.1059    31.1512      8.8000e-04           3.4101e-01      4.5969e-03
    3.1384    31.1491      3.4800e-04           3.1074e-01      1.8181e-03
    3.1708    31.1348      9.0000e-05           3.0450e-01      4.7063e-04
    3.2033    31.1133      2.8000e-05           3.0561e-01      1.4662e-04
    3.2358    31.0870      3.1000e-05           3.0949e-01      1.6261e-04
    3.2683    31.0574      1.1000e-05           3.1650e-01      5.7809e-05
    3.3007    31.0254      8.0000e-06           3.2376e-01      4.2129e-05
    3.3332    30.9914      3.3000e-05           3.3231e-01      1.7417e-04
    3.3657    30.9555      4.0300e-04           3.3997e-01      2.1319e-03
    3.3981    30.9177      1.9400e-04           3.4784e-01      1.0288e-03
    3.4306    30.8776      4.9300e-04           3.5385e-01      2.6211e-03
    3.4631    30.8350      4.8000e-05           3.5994e-01      2.5591e-04
    3.4956    30.7897      1.4890e-03           3.6363e-01      7.9618e-03
    3.5280    30.7412      3.8400e-04           3.6754e-01      2.0598e-03
    3.5605    30.6894      1.0210e-03           3.6922e-01      5.4951e-03
    3.5930    30.6342      3.8300e-04           3.7085e-01      2.0688e-03
    3.6255    30.5756      3.4980e-03           3.7101e-01      1.8967e-02
    3.6579    30.5138      3.3390e-03           3.7163e-01      1.8178e-02
    3.6904    30.4494      7.4650e-03           3.7059e-01      4.0813e-02
    3.7229    30.3843      1.1800e-04           3.7060e-01      6.4791e-04
    3.7554    30.3252      3.6300e-03           3.6856e-01      2.0009e-02
    3.7878    30.2993      5.3700e-04           3.5652e-01      2.9651e-03
    3.8203    30.3605      3.2700e-04           3.2657e-01      1.7983e-03
    3.8528    30.4758      1.0100e-03           3.1575e-01      5.5124e-03
    3.8852    30.5962      4.9100e-04           3.1333e-01      2.6587e-03
    3.9177    30.7079      1.7690e-03           3.1450e-01      9.5095e-03
    3.9502    30.8072      3.9400e-04           3.1420e-01      2.1044e-03
    3.9827    30.8929      2.1200e-04           3.1517e-01      1.1260e-03
    4.0151    30.9643      2.9100e-04           3.1406e-01      1.5385e-03
    4.0476    31.0214      6.2900e-04           3.1423e-01      3.3133e-03
    4.0801    31.0640      4.2920e-03           3.1236e-01      2.2546e-02
    4.1126    31.0920      1.5370e-03           3.1191e-01      8.0595e-03
    4.1450    31.1053      1.1180e-03           3.0945e-01      5.8574e-03
    4.1775    31.1038      3.7800e-04           3.0844e-01      1.9806e-03
    4.2100    31.0873      1.1700e-04           3.0586e-01      6.1369e-04
    4.2424    31.0557      6.3800e-04           3.0521e-01      3.3533e-03

    0.0000    31.1055      3.2092e-02           3.6391e-01      1.6813e-01
    0.0250    31.1134      2.4091e-02           3.6030e-01      1.2615e-01
    0.0499    31.1357      1.2468e-02           3.5536e-01      6.5194e-02
    0.0749    31.1689      9.4240e-03           3.4937e-01      4.9173e-02
    0.0998    31.2066      7.0520e-03           3.3940e-01      3.6707e-02
    0.1248    31.2413      3.9260e-03           3.2427e-01      2.0390e-02
    0.1498    31.2661      3.9020e-03           3.0676e-01      2.0233e-02
    0.1747    31.2781      1.4970e-03           2.9107e-01      7.7566e-03
    0.1997    31.2789      3.0820e-03           2.8137e-01      1.5968e-02
    0.2246    31.2716      1.0800e-03           2.7594e-01      5.5983e-03
    0.2496    31.2602      1.4740e-03           3.1882e-01      7.6462e-03
    0.2746    31.2665      9.8600e-03           3.6369e-01      5.1127e-02
    0.2995    31.2671      1.1016e-02           3.6666e-01      5.7119e-02
    0.3245    31.2616      6.8300e-03           3.6817e-01      3.5427e-02
    0.3494    31.2499      9.5800e-03           3.7099e-01      4.9728e-02
    0.3744    31.2324      1.3299e-02           3.7271e-01      6.9110e-02
    0.3993    31.2095      7.4060e-03           3.7501e-01      3.8543e-02
    0.4243    31.1820      2.0930e-02           3.7640e-01      1.0912e-01
    0.4493    31.1588      2.5090e-03           3.4160e-01      1.3100e-02
    0.4742    31.1554      7.9400e-04           3.0646e-01      4.1465e-03
    0.4992    31.1547      1.7260e-03           3.0672e-01      9.0141e-03
    0.5241    31.1569      1.9330e-03           3.0683e-01      1.0094e-02
    0.5491    31.1619      8.3600e-04           3.0726e-01      4.3640e-03
    0.5741    31.1696      7.2900e-04           3.0693e-01      3.8036e-03
    0.5990    31.1797      2.5500e-04           3.0641e-01      1.3296e-03
    0.6240    31.1921      4.8400e-04           3.0655e-01      2.5217e-03
    0.6489    31.2062      6.0000e-05           3.0640e-01      3.1232e-04
    0.6739    31.2216      4.6000e-05           3.0703e-01      2.3921e-04
    0.6989    31.2380      3.1000e-05           3.0784e-01      1.6104e-04
    0.7238    31.2547      2.6700e-04           3.0895e-01      1.3855e-03
    0.7488    31.2713      6.5600e-04           3.1061e-01      3.4005e-03
    0.7737    31.2875      3.9900e-04           3.1233e-01      2.0661e-03
    0.7987    31.3030      5.8000e-05           3.1428e-01      3.0004e-04
    0.8237    31.3177      4.7000e-05           3.1694e-01      2.4291e-04
    0.8486    31.3315      4.5000e-05           3.1926e-01      2.3237e-04
    0.8736    31.3446      4.2000e-05           3.2134e-01      2.1670e-04
    0.8985    31.3572      1.1100e-04           3.2420e-01      5.7224e-04
    0.9235    31.3694      7.3000e-05           3.2610e-01      3.7605e-04
    0.9484    31.3814      1.5700e-04           3.2840e-01      8.0814e-04
    0.9734    31.3935      1.9200e-04           3.3003e-01      9.8753e-04
    0.9984    31.4057      8.3000e-05           3.3196e-01      4.2657e-04
    1.0078    31.4074      1.1600e-04           3.3219e-01      5.9611e-04
    1.0172    31.4094      1.0500e-04           3.3220e-01      5.3951e-04
    1.0266    31.4118      4.3800e-04           3.3229e-01      2.2502e-03
    1.0360    31.4144      1.9800e-04           3.3221e-01      1.0170e-03
    1.0454    31.4173      1.8000e-04           3.3203e-01      9.2441e-04
    1.0548    31.4204      7.8400e-04           3.3159e-01      4.0255e-03
    1.0643    31.4238      2.4700e-04           3.3160e-01      1.2680e-03
    1.0737    31.4273      1.2100e-04           3.3117e-01      6.2101e-04
    1.0831    31.4310      1.5400e-04           3.3083e-01      7.9020e-04
    1.0925    31.4349      2.9800e-04           3.3030e-01      1.5287e-03
    1.1019    31.4388      4.0000e-05           3.2991e-01      2.0514e-04
    1.1113    31.4428      8.0000e-05           3.2927e-01      4.1018e-04
    1.1207    31.4468      1.0500e-04           3.2913e-01      5.3823e-04
    1.1302    31.4508      1.1700e-04           3.2870e-01      5.9959e-04
    1.1396    31.4547      6.4000e-05           3.2796e-01      3.2790e-04
    1.1490    31.4585      1.0300e-04           3.2765e-01      5.2758e-04
    1.1584    31.4622      6.1000e-05           3.2739e-01      3.1238e-04
    1.1678    31.4658      4.9000e-05           3.2702e-01      2.5087e-04
    1.1772    31.4691      2.0000e-05           3.2665e-01      1.0237e-04
    1.1866    31.4723      6.0000e-05           3.2635e-01      3.0706e-04
    1.1960    31.4752      5.8000e-05           3.2609e-01      2.9677e-04
    1.2055    31.4779      8.7000e-05           3.2568e-01      4.4508e-04
    1.2149    31.4803      9.7000e-05           3.2542e-01      4.9616e-04
    1.2243    31.4824      5.0000e-06           3.2528e-01      2.5572e-05
    1.2337    31.4842      6.5000e-05           3.2480e-01      3.3240e-04
    1.2431    31.4857      8.0000e-06           3.2462e-01      4.0907e-05
    1.2525    31.4868      1.5000e-05           3.2445e-01      7.6695e-05
    1.2619    31.4877      6.3000e-05           3.2427e-01      3.2210e-04
    1.2714    31.4882      3.7000e-05           3.2442e-01      1.8916e-04
    1.2808    31.4883      8.0000e-06           3.2450e-01      4.0900e-05
    1.2878    31.4882      5.0000e-06           3.2452e-01      2.5563e-05
    1.2949    31.4879      4.0000e-06           3.2419e-01      2.0450e-05
    1.3020    31.4875      8.6000e-05           3.2430e-01      4.3970e-04
    1.3090    31.4868      1.5000e-05           3.2445e-01      7.6695e-05
    1.3161    31.4860      6.0000e-06           3.2455e-01      3.0679e-05
    1.3231    31.4850      1.9000e-05           3.2476e-01      9.7157e-05
    1.3302    31.4837      1.9000e-05           3.2486e-01      9.7166e-05
    1.3373    31.4824      5.0000e-06           3.2528e-01      2.5572e-05
    1.3443    31.4808      3.0000e-05           3.2534e-01      1.5345e-04
    1.3514    31.4791      5.3000e-05           3.2541e-01      2.7112e-04
    1.3584    31.4772      9.0000e-05           3.2565e-01      4.6045e-04
    1.3655    31.4752      5.8000e-05           3.2609e-01      2.9677e-04
    1.3726    31.4730      5.5000e-05           3.2625e-01      2.8146e-04
    1.3796    31.4707      7.1000e-05           3.2650e-01      3.6339e-04
    1.3867    31.4683      2.5000e-05           3.2661e-01      1.2797e-04
    1.3937    31.4658      4.9000e-05           3.2702e-01      2.5087e-04
    1.4008    31.4631      9.1000e-05           3.2723e-01      4.6598e-04
    1.4079    31.4604      4.8000e-05           3.2755e-01      2.4583e-04
    1.4149    31.4576      1.0900e-04           3.2770e-01      5.5835e-04
    1.4220    31.4547      6.4000e-05           3.2796e-01      3.2790e-04
    1.4290    31.4518      1.6100e-04           3.2848e-01      8.2502e-04
    1.4361    31.4488      3.9000e-05           3.2899e-01      1.9989e-04
    1.4432    31.4458      7.2000e-05           3.2930e-01      3.6909e-04
    1.4502    31.4428      8.0000e-05           3.2927e-01      4.1018e-04
    1.4573    31.4398      3.2000e-05           3.2981e-01      1.6410e-04
    1.4643    31.4368      1.4400e-04           3.2997e-01      7.3861e-04
    1.4714    31.4339      4.8000e-05           3.3022e-01      2.4625e-04
    1.4785    31.4310      1.5400e-04           3.3083e-01      7.9020e-04
    1.4855    31.4282      1.5100e-04           3.3101e-01      7.7494e-04
    1.4926    31.4255      1.2300e-04           3.3148e-01      6.3135e-04
    1.4996    31.4229      2.0500e-04           3.3147e-01      1.0524e-03
    1.5067    31.4204      7.8400e-04           3.3159e-01      4.0255e-03
    1.5138    31.4180      1.8400e-04           3.3195e-01      9.4491e-04
    1.5208    31.4158      6.4000e-05           3.3209e-01      3.2871e-04
    1.5279    31.4137      3.9300e-04           3.3217e-01      2.0188e-03
    1.5349    31.4118      4.3800e-04           3.3229e-01      2.2502e-03
    1.5420    31.4100      6.1000e-05           3.3220e-01      3.1342e-04
    1.5491    31.4084      2.0100e-04           3.3221e-01      1.0328e-03
    1.5561    31.4070      8.1000e-05           3.3208e-01      4.1626e-04
    1.5632    31.4057      8.3000e-05           3.3196e-01      4.2657e-04
    1.5841    31.3932      1.7000e-04           3.3022e-01      8.7440e-04
    1.6051    31.3800      1.6400e-04           3.2871e-01      8.4424e-04
    1.6261    31.3662      5.1000e-04           3.2660e-01      2.6277e-03
    1.6470    31.3515      2.4000e-05           3.2533e-01      1.2377e-04
    1.6680    31.3358      2.7000e-05           3.2327e-01      1.3938e-04
    1.6890    31.3191      3.5000e-05           3.2117e-01      1.8088e-04
    1.7099    31.3012      2.8000e-05           3.1898e-01      1.4487e-04
    1.7309    31.2821      5.0000e-06           3.1661e-01      2.5901e-05
    1.7519    31.2618      1.4000e-05           3.1430e-01      7.2616e-05
    1.7728    31.2403      4.3000e-04           3.1210e-01      2.2334e-03
    1.7938    31.2178      2.4000e-05           3.0977e-01      1.2484e-04
    1.8148    31.1945      1.5800e-04           3.0755e-01      8.2306e-04
    1.8357    31.1706      7.0400e-04           3.0531e-01      3.6729e-03
    1.8567    31.1463      3.2900e-04           3.0307e-01      1.7191e-03
    1.8777    31.1221      6.3200e-04           3.0091e-01      3.3076e-03
    1.8986    31.0983      1.2650e-03           2.9930e-01      6.6305e-03
    1.9196    31.0750      1.2160e-03           2.9789e-01      6.3832e-03
    1.9405    31.0526      3.9000e-04           2.9677e-01      2.0502e-03
    1.9615    31.0546      1.0045e-02           4.1267e-01      5.2799e-02
    1.9825    31.1039      5.2080e-03           4.1359e-01      2.7288e-02
    2.0034    31.1531      4.2240e-03           4.1463e-01      2.2062e-02
    2.0244    31.2023      2.6800e-04           4.1487e-01      1.3954e-03
    2.0454    31.2510      4.6100e-04           4.1486e-01      2.3928e-03
    2.0663    31.2991      4.4400e-04           4.1503e-01      2.2975e-03
    2.0873    31.3462      6.5100e-04           4.1397e-01      3.3585e-03
    2.1083    31.3922      5.5010e-03           4.1373e-01      2.8296e-02
    2.1292    31.4367      8.5600e-04           4.1248e-01      4.3907e-03
    2.1502    31.4795      6.5600e-04           4.1191e-01      3.3557e-03
    2.1712    31.5201      2.1470e-03           4.0980e-01      1.0954e-02
    2.1921    31.5585      4.0150e-03           4.0909e-01      2.0435e-02
    2.2131    31.5942      9.6900e-04           4.0743e-01      4.9208e-03
    2.2341    31.6271      6.1800e-04           4.0634e-01      3.1318e-03
    2.2550    31.6567      7.7330e-03           4.0459e-01      3.9115e-02
    2.2760    31.6830      3.9010e-03           4.0335e-01      1.9699e-02
    2.2970    31.7056      4.6200e-04           4.0252e-01      2.3297e-03
    2.3179    31.7244      2.8900e-03           4.0114e-01      1.4556e-02
    2.3389    31.7392      1.2600e-03           4.0057e-01      6.3403e-03
    2.3598    31.7499      2.1540e-03           3.9958e-01      1.0832e-02
    2.3808    31.7563      2.4860e-03           3.9974e-01      1.2496e-02
    2.4018    31.7585      3.0160e-03           3.9967e-01      1.5158e-02
    2.4153    31.7589      1.8850e-03           3.9898e-01      9.4735e-03
    2.4289    31.7604      1.4100e-03           3.9924e-01      7.0856e-03
    2.4424    31.7629      4.1710e-03           3.9815e-01      2.0957e-02
    2.4560    31.7665      1.9040e-03           3.9804e-01      9.5644e-03
    2.4695    31.7711      4.6990e-03           3.9658e-01      2.3598e-02
    2.4830    31.7767      6.7050e-03           3.9601e-01      3.3660e-02
    2.4966    31.7832      1.1120e-03           3.9416e-01      5.5801e-03
    2.5101    31.7906      1.2735e-02           3.9346e-01      6.3875e-02
    2.5237    31.7985      5.1210e-03           3.9138e-01      2.5673e-02
    2.5372    31.8069      1.2655e-02           3.9062e-01      6.3409e-02
    2.5508    31.8153      6.7200e-03           3.8860e-01      3.3653e-02
    2.5643    31.8232      4.9830e-03           3.8784e-01      2.4942e-02
    2.5778    31.8304      9.5830e-03           3.8594e-01      4.7945e-02
    2.5914    31.8360      3.0950e-03           3.8514e-01      1.5479e-02
    2.6049    31.8398      1.4330e-03           3.8339e-01      7.1653e-03
    2.6185    31.8409      8.9100e-04           3.8255e-01      4.4549e-03
    2.6320    31.8390      5.7580e-03           3.8098e-01      2.8793e-02
    2.6456    31.8334      7.0530e-03           3.8028e-01      3.5281e-02
    2.6591    31.8237      2.8900e-03           3.7866e-01      1.4465e-02
    2.6726    31.8096      6.0270e-03           3.7779e-01      3.0194e-02
    2.6862    31.7849      1.3084e-02           3.7597e-01      6.5649e-02
    2.6997    31.7558      5.3950e-03           3.7488e-01      2.7119e-02
    2.7133    31.7223      1.7010e-03           3.7287e-01      8.5685e-03
    2.7268    31.6848      3.7350e-03           3.7185e-01      1.8859e-02
    2.7404    31.6438      9.9600e-04           3.6981e-01      5.0421e-03
    2.7539    31.5997      2.7820e-03           3.6876e-01      1.4123e-02
    2.7675    31.5533      2.0740e-03           3.6657e-01      1.0560e-02
    2.7810    31.5057      2.2270e-03           3.6063e-01      1.1373e-02
    2.7945    31.4816      1.9120e-03           3.6380e-01      9.7792e-03
    2.8081    31.4308      5.7770e-03           3.6318e-01      2.9643e-02
    2.8216    31.3802      5.9090e-03           3.6179e-01      3.0418e-02
    2.8352    31.3308      7.0410e-03           3.6128e-01      3.6360e-02
    2.8487    31.2838      4.1580e-03           3.6029e-01      2.1537e-02
    2.8623    31.2404      1.3103e-02           3.6057e-01      6.8056e-02
    2.8758    31.2015      7.2240e-03           3.6010e-01      3.7615e-02
